Manufacture,Rev,Buships,Manufacturer,Reel,Frame,DrawingTitle,SubId
GJ 18-914 D,2,303100,PepsiCo,35592,L 31,MAGNETIC RATCHET BOX ASSEMBLY,187
MT 11-581 Z,2,102457,Intel Corp,33008,L 39,MAGNETIC HOIST CLASS B ASSEMBLY,136
TK 2-848 H,7,137034,Microsoft,34869,V 92,ELECTRICAL PIN CLASS A WHEEL,140
DG 16-751 R,3,338103,General Electric,32822,F 23,ROTARY SPACER FRAME ONE TON,123
RB 13-247 I,7,313897,General Electric,32433,D 97,MECHANICAL SPACER FRAME TWO TON,148
VK 14-274 G,7,190659,TPI Composites,36075,N 37,MAGNETIC ROLLER UNIT TWO TON,164
UH 9-472 N,9,168587,General Electric,33341,T 85,MECHANICAL RATCHET CHAIN WHEEL,178
QZ 1-979 B,6,233255,General Electric,34018,Q 28,MAGNETIC RATCHET BOX ONE TON,181
RB 18-364 B,10,289797,Intel Corp,34810,O 1,AXIAL ROLLER UNIT TWO TON,175
YA 5-515 L,1,381471,Microsoft,34868,K 55,SAFETY PIN UNIT TWO TON,140
XP 9-396 N,9,265318,Microsoft,36307,O 69,MECHANICAL BEARING UNIT ASSEMBLY,126
SC 5-368 E,1,279895,General Electric,33680,R 68,SAFETY HOOK CLASS A TWO TON,110
QF 3-884 M,7,350157,Boeing,36161,H 22,ELECTRICAL HOIST FRAME WHEEL,164
IY 5-463 N,3,158345,Johnson & Johnson,36711,L 55,ELECTRICAL RATCHET CLASS B CHART,173
PO 2-980 M,3,232959,GE Appliances,36430,S 10,ELECTRICAL HOIST CLASS C DRIVE,194
CN 16-605 U,5,184815,Lockheed Martin,36726,S 94,ROTARY SPACER CLASS C TWO TON,150
CV 13-962 Z,3,120695,GE Appliances,32385,U 57,TURBO BEARING FRAME ASSEMBLY,163
PK 15-251 U,10,372971,Boeing,37434,Q 60,AXIAL HOIST CLASS B ASSEMBLY,183
ET 18-444 D,8,158857,GlobalFoundries,36690,P 43,TURBO ROLLER FRAME ONE TON,193
AA 14-974 S,8,339264,Lockheed Martin,35232,I 59,AXIAL BEARING BOX ONE TON,162
AI 7-866 X,4,361447,GE Appliances,32052,K 68,SAFETY SPACER CLASS B DRIVE,137
VC 11-219 J,4,263709,Boeing,33946,H 18,SAFETY HOOK UNIT ONE TON,144
XQ 1-609 M,6,133671,General Electric,35280,X 25,ELECTRICAL SPACER BOX ASSEMBLY,105
IM 15-283 Y,8,283602,Boeing,33077,K 49,MECHANICAL NUT FRAME ASSEMBLY,109
BH 17-392 T,6,342305,Microsoft,35055,R 54,MECHANICAL RETAINER CLASS B WHEEL,122
BR 5-210 D,9,252043,General Electric,36420,I 24,SAFETY RETAINER UNIT TWO TON,197
RW 5-315 S,5,172551,Boeing,34119,U 38,AXIAL HOIST FRAME ASSEMBLY,127
LE 18-836 N,8,347392,Lockheed Martin,35422,B 82,AXIAL SPACER CLASS B TWO TON,104
IJ 3-639 G,4,163909,Intel Corp,33921,S 22,AXIAL BEARING DEVICE CHART,125
IC 12-382 I,3,166874,TPI Composites,33293,Y 65,SAFETY HOIST CLASS B WHEEL,121
NC 7-784 K,8,226969,Boeing,34970,U 92,ROTARY BEARING CLASS A DRIVE,110
CQ 17-314 Z,10,166393,GlobalFoundries,37699,U 34,SAFETY ROLLER BOX ONE TON,199
JU 9-161 R,8,386341,GE Appliances,37935,S 1,MECHANICAL NUT CLASS B CHART,117
QA 4-449 I,3,291389,Boeing,34905,M 58,TURBO ROLLER CLASS A CHART,193
SX 3-454 M,2,261777,General Electric,32080,B 67,MECHANICAL PIN FRAME TWO TON,139
QO 10-833 M,1,342759,Lockheed Martin,37849,B 17,TURBO NUT FRAME ONE TON,179
SO 12-564 P,10,397280,TPI Composites,35011,P 60,TURBO NUT DEVICE ONE TON,112
CF 19-623 X,5,121480,Lockheed Martin,32653,P 10,MECHANICAL BRAKE UNIT ONE TON,122
OQ 7-683 I,2,275399,PepsiCo,35680,W 16,ROTARY SPACER CLASS B WHEEL,102
IM 11-349 L,6,273849,General Electric,34687,O 70,MECHANICAL BRAKE BOX WHEEL,131
KL 16-347 J,1,216937,Boeing,34386,D 8,SAFETY RATCHET CLASS B ONE TON,107
DU 6-529 L,7,340573,GlobalFoundries,36805,Y 37,MECHANICAL NUT BOX ASSEMBLY,199
FP 13-891 K,4,374621,GlobalFoundries,37726,E 45,SAFETY BEARING DEVICE CHART,136
BD 3-754 Y,3,165405,Johnson & Johnson,34930,D 67,ELECTRICAL HOIST CLASS A ONE TON,130
VW 13-125 U,7,186284,PepsiCo,35560,L 53,TURBO NUT CLASS B ONE TON,130
FZ 9-756 K,5,171073,Boeing,36979,C 65,TURBO BRAKE FRAME DRIVE,157
RC 7-206 W,7,275426,PepsiCo,32521,B 19,AXIAL BEARING CLASS C DRIVE,188
ME 13-310 V,6,150231,GlobalFoundries,36592,K 61,MAGNETIC ROLLER CLASS B CHART,195
EX 12-279 R,5,124215,General Electric,37662,L 2,MAGNETIC HOIST FRAME WHEEL,174
DR 3-211 S,4,167221,TPI Composites,34237,E 94,SAFETY NUT CLASS B ASSEMBLY,124
AZ 7-451 U,6,283954,Microsoft,33614,A 48,TURBO RETAINER CLASS A ONE TON,104
EE 3-665 Y,6,142844,Microsoft,32293,O 47,MECHANICAL BEARING CLASS A TWO TON,162
GP 5-715 X,1,337744,PepsiCo,37083,A 87,TURBO PIN BOX TWO TON,187
XO 4-699 X,3,301869,GlobalFoundries,33699,A 76,SAFETY PIN CLASS B ONE TON,136
EQ 19-523 J,2,268286,Microsoft,36943,Z 2,AXIAL HOIST FRAME ASSEMBLY,132
YA 17-436 X,8,373433,Johnson & Johnson,34326,T 54,AXIAL RETAINER BOX CHART,150
ZC 12-947 T,9,282556,Boeing,35954,I 7,MAGNETIC HOOK UNIT ASSEMBLY,159
KR 6-208 N,5,338353,Intel Corp,34221,Q 6,SAFETY HOOK CLASS A ONE TON,164
HO 8-132 F,8,358661,TPI Composites,37923,F 87,MECHANICAL HOIST CLASS C ASSEMBLY,176
DT 19-369 K,5,174029,General Electric,35266,N 80,ELECTRICAL RETAINER BOX CHART,114
QF 18-474 O,7,212743,TPI Composites,37753,S 81,ELECTRICAL RATCHET FRAME TWO TON,126
VC 10-292 P,4,382992,Lockheed Martin,33715,V 9,MAGNETIC NUT CLASS A ONE TON,108
JL 9-780 N,10,148856,GlobalFoundries,33699,I 25,ELECTRICAL HOIST CLASS B ASSEMBLY,154
WV 2-818 U,7,335342,Microsoft,37443,H 66,MAGNETIC RATCHET CLASS A ASSEMBLY,122
HG 13-798 U,4,102722,PepsiCo,32351,I 59,ROTARY SPACER CLASS B CHART,195
GC 3-805 W,9,359516,PepsiCo,33088,D 74,AXIAL BEARING DEVICE CHART,149
BY 19-251 B,10,206142,GlobalFoundries,37759,R 61,SAFETY SPACER DEVICE ONE TON,166
WN 6-982 U,3,257715,GlobalFoundries,35472,B 54,ELECTRICAL NUT CLASS B ONE TON,149
CM 6-586 F,8,170807,GE Appliances,33474,P 97,MAGNETIC HOIST UNIT CHART,104
PN 17-160 Y,5,330281,Lockheed Martin,34915,A 67,AXIAL ROLLER CHAIN DRIVE,173
ZK 15-410 A,7,258035,Boeing,34773,F 64,TURBO SPACER FRAME ASSEMBLY,130
FW 7-711 H,9,110815,Boeing,35309,K 64,SAFETY RETAINER DEVICE DRIVE,134
PI 5-470 A,10,364556,Microsoft,35042,N 76,MECHANICAL HOIST UNIT CHART,127
QT 9-368 X,2,129975,GlobalFoundries,37543,M 85,MAGNETIC NUT BOX DRIVE,178
MX 11-606 C,5,363600,GE Appliances,37992,V 42,TURBO ROLLER CLASS B CHART,191
CB 10-843 K,1,186496,Lockheed Martin,32914,D 6,SAFETY NUT CLASS A WHEEL,126
EF 9-138 U,5,296717,GlobalFoundries,34534,T 25,AXIAL BEARING UNIT TWO TON,165
XV 13-177 D,2,235756,Johnson & Johnson,37371,C 20,ROTARY ROLLER BOX ASSEMBLY,115
HG 6-823 E,3,302493,Lockheed Martin,36488,I 43,MECHANICAL RETAINER DEVICE DRIVE,188
TN 7-936 I,10,174240,GE Appliances,36969,V 22,ELECTRICAL HOOK DEVICE DRIVE,102
ZX 12-500 Q,5,345330,Microsoft,32724,U 58,ROTARY ROLLER UNIT WHEEL,176
SS 16-685 K,2,239476,Johnson & Johnson,36451,C 65,SAFETY BEARING BOX ASSEMBLY,188
XS 3-246 F,4,264991,Johnson & Johnson,35688,H 93,ELECTRICAL RATCHET BOX ASSEMBLY,138
FQ 18-964 F,5,247678,Lockheed Martin,33749,K 11,MECHANICAL RETAINER CLASS A ONE TON,100
GE 19-509 B,4,187387,PepsiCo,33684,G 31,AXIAL SPACER CLASS B DRIVE,156
VN 13-770 M,4,117435,Johnson & Johnson,34717,V 79,MECHANICAL RATCHET FRAME DRIVE,189
WI 12-561 K,5,117549,Boeing,32733,Y 16,MAGNETIC BEARING FRAME ONE TON,103
XT 15-652 C,7,315115,PepsiCo,37965,D 18,MECHANICAL BRAKE FRAME CHART,119
FT 17-393 V,3,245518,GE Appliances,33949,L 7,MECHANICAL RETAINER CLASS C ONE TON,132
AE 19-671 D,7,101194,GlobalFoundries,37110,X 12,MAGNETIC PIN FRAME CHART,170
WW 14-956 M,8,134277,GlobalFoundries,33288,T 83,ELECTRICAL BEARING CLASS B WHEEL,100
PS 3-337 V,3,200439,Lockheed Martin,33464,G 83,MAGNETIC ROLLER UNIT DRIVE,140
KW 17-883 L,8,250370,Johnson & Johnson,35293,L 71,ELECTRICAL PIN BOX WHEEL,194
QS 5-219 Z,1,127375,Lockheed Martin,37347,E 43,MECHANICAL ROLLER CLASS C DRIVE,130
VH 18-462 V,6,159368,Boeing,32082,O 8,ELECTRICAL HOIST CHAIN WHEEL,141
OU 10-372 B,9,178943,General Electric,35981,B 28,TURBO SPACER CLASS A CHART,135
EQ 12-373 W,1,170133,Johnson & Johnson,35902,R 83,TURBO PIN CLASS C CHART,171
MF 12-279 V,7,198801,Johnson & Johnson,32789,Z 38,MAGNETIC HOIST DEVICE DRIVE,194
KI 6-614 X,2,158667,Johnson & Johnson,37442,A 9,ELECTRICAL HOOK UNIT ASSEMBLY,194
OK 8-387 H,2,391194,GE Appliances,35882,C 7,SAFETY HOOK CLASS A CHART,191
AC 17-872 V,7,141863,Lockheed Martin,32676,B 9,ELECTRICAL NUT CLASS B ASSEMBLY,110
WE 13-366 U,1,305456,TPI Composites,33748,R 10,TURBO SPACER FRAME ONE TON,164
CA 11-136 O,5,328283,TPI Composites,35325,V 78,TURBO RATCHET UNIT TWO TON,198
OE 4-539 O,8,353818,GlobalFoundries,37344,E 19,TURBO SPACER CLASS C DRIVE,110
PO 11-448 D,5,249013,Boeing,35007,I 80,TURBO RETAINER BOX CHART,151
FO 15-711 P,9,395028,GlobalFoundries,33581,H 92,SAFETY RATCHET DEVICE ASSEMBLY,198
IT 10-122 Y,6,185833,TPI Composites,35570,Y 81,SAFETY RATCHET CLASS A TWO TON,132
HV 2-341 I,8,224700,GlobalFoundries,37403,C 71,TURBO HOOK CLASS C WHEEL,131
TA 19-520 L,3,205819,General Electric,35880,B 72,AXIAL BEARING CLASS A DRIVE,136
VC 18-955 R,9,146434,PepsiCo,35423,T 26,MECHANICAL HOIST BOX DRIVE,101
GA 4-975 W,6,325037,Johnson & Johnson,34704,M 93,MAGNETIC HOIST CLASS A WHEEL,173
OH 5-871 K,2,184005,PepsiCo,37636,K 99,MAGNETIC RETAINER CLASS B DRIVE,109
UZ 14-905 S,5,362231,Boeing,32286,H 52,ELECTRICAL BRAKE CLASS B CHART,187
OQ 13-543 U,6,367172,GlobalFoundries,32999,K 64,MAGNETIC BRAKE CHAIN WHEEL,131
NC 4-471 N,1,246227,GlobalFoundries,34114,C 81,SAFETY BEARING BOX WHEEL,127
YN 7-595 H,9,359424,GlobalFoundries,34024,H 3,MECHANICAL ROLLER CLASS A DRIVE,104
XK 5-878 U,1,128428,TPI Composites,35694,P 47,MECHANICAL HOIST CLASS A WHEEL,125
WR 13-548 X,7,344351,GE Appliances,36901,L 88,ROTARY HOIST CLASS B CHART,158
BB 4-685 U,2,388227,GlobalFoundries,34727,W 97,ELECTRICAL RETAINER UNIT ONE TON,115
IY 13-622 O,3,337054,Boeing,36659,M 99,MAGNETIC HOOK CLASS C WHEEL,150
OW 5-871 N,9,236495,GE Appliances,37856,N 15,TURBO BEARING CLASS B WHEEL,131
UH 14-152 G,3,302678,Microsoft,37021,G 53,MAGNETIC RATCHET BOX ONE TON,198
VO 15-297 N,5,245373,Johnson & Johnson,32028,E 19,AXIAL RETAINER DEVICE DRIVE,194
IS 9-506 Q,3,123655,Boeing,32379,X 27,SAFETY HOOK CLASS A TWO TON,184
WO 12-380 J,2,341490,Johnson & Johnson,36062,G 20,ELECTRICAL ROLLER UNIT DRIVE,137
CP 15-382 X,3,387659,Intel Corp,34991,M 32,SAFETY RATCHET BOX ONE TON,110
XF 6-692 V,4,209278,PepsiCo,37682,R 78,ELECTRICAL SPACER DEVICE ONE TON,133
MJ 3-734 P,10,300462,TPI Composites,36392,D 39,TURBO BEARING CLASS A DRIVE,174
UG 8-948 B,9,233937,Intel Corp,37852,U 45,ELECTRICAL SPACER CLASS C ONE TON,147
CQ 18-214 N,4,266626,Intel Corp,33482,B 77,AXIAL ROLLER CLASS B WHEEL,157
GO 14-428 X,3,374465,Intel Corp,33940,V 5,SAFETY HOIST CLASS B TWO TON,120
LX 4-900 G,8,193641,Johnson & Johnson,36618,X 63,MECHANICAL BEARING CLASS A TWO TON,151
QZ 3-276 P,10,111560,GE Appliances,35733,H 21,MECHANICAL BEARING DEVICE DRIVE,192
KY 2-516 Z,8,382099,GE Appliances,36986,C 1,ROTARY HOOK FRAME ASSEMBLY,150
FG 8-884 C,10,218235,General Electric,37293,C 22,MECHANICAL NUT CLASS C DRIVE,107
HK 1-638 M,2,293387,Boeing,37022,I 70,MAGNETIC HOIST CLASS C ONE TON,192
ZS 5-845 L,6,357075,General Electric,33312,V 10,MECHANICAL BEARING CLASS C ASSEMBLY,103
YO 6-760 F,8,290140,PepsiCo,33931,A 82,MAGNETIC SPACER BOX TWO TON,142
EA 8-788 Y,1,198197,Lockheed Martin,36269,C 89,TURBO HOOK CLASS C DRIVE,186
IN 10-948 Y,2,318659,Johnson & Johnson,33027,E 78,ELECTRICAL HOIST CLASS B TWO TON,161
EU 4-811 G,1,101927,Intel Corp,33215,Q 14,ELECTRICAL BEARING DEVICE ONE TON,115
MP 8-933 I,6,142307,Microsoft,37367,A 25,SAFETY NUT FRAME CHART,114
WS 15-640 N,3,198207,Boeing,33841,A 25,ELECTRICAL SPACER CHAIN TWO TON,198
RM 4-184 I,6,271396,TPI Composites,35595,E 99,ELECTRICAL HOIST CLASS C ASSEMBLY,121
WV 10-210 B,3,108269,Microsoft,34763,S 49,MECHANICAL BEARING CLASS B CHART,162
WT 6-925 J,3,279867,GE Appliances,34519,J 44,ROTARY RATCHET UNIT ASSEMBLY,183
QO 12-467 Q,6,171561,TPI Composites,34039,U 49,MAGNETIC NUT CLASS B CHART,193
DH 9-697 D,9,280495,Lockheed Martin,37763,O 99,MAGNETIC NUT CLASS A CHART,114
WC 4-225 G,10,182687,Johnson & Johnson,36036,U 53,AXIAL ROLLER BOX ASSEMBLY,117
RT 1-732 Y,9,391718,GlobalFoundries,36556,X 91,MECHANICAL BEARING FRAME TWO TON,166
EE 10-258 G,6,186722,Boeing,32854,B 15,ELECTRICAL BRAKE CLASS B WHEEL,120
XV 14-800 B,6,308317,Johnson & Johnson,33759,A 68,ROTARY PIN CLASS B ASSEMBLY,117
ON 4-824 A,1,388556,Lockheed Martin,35471,C 93,SAFETY NUT CLASS B CHART,117
KA 1-904 A,3,218869,TPI Composites,32193,F 23,ROTARY RETAINER UNIT WHEEL,155
HR 9-274 W,1,306712,GlobalFoundries,34772,B 24,MAGNETIC ROLLER BOX DRIVE,149
OH 8-159 Z,10,227920,General Electric,33033,M 30,ELECTRICAL RETAINER CHAIN ONE TON,125
LP 18-753 I,1,329813,Microsoft,33826,W 27,MAGNETIC BRAKE BOX ASSEMBLY,122
QN 1-460 I,4,210030,General Electric,34354,Y 56,TURBO BEARING FRAME DRIVE,126
CD 18-374 X,9,375400,Microsoft,36789,C 59,ELECTRICAL RATCHET UNIT ASSEMBLY,174
KV 18-145 W,7,237480,GE Appliances,37700,X 85,AXIAL HOOK FRAME TWO TON,128
PM 13-523 B,2,238197,PepsiCo,33252,D 81,SAFETY SPACER UNIT TWO TON,138
QV 11-598 S,10,213520,Boeing,34559,A 95,MAGNETIC HOOK BOX ASSEMBLY,160
RU 15-610 L,8,260779,General Electric,36546,J 6,MECHANICAL HOOK CHAIN DRIVE,150
VX 16-159 Q,6,386431,Intel Corp,33423,H 12,AXIAL HOOK UNIT ONE TON,141
IU 2-556 E,4,384279,Microsoft,36519,T 81,SAFETY PIN CLASS B ASSEMBLY,155
JH 4-599 V,3,187782,TPI Composites,37402,J 16,MAGNETIC SPACER DEVICE ASSEMBLY,173
JY 19-808 J,8,107048,Intel Corp,36855,I 58,ELECTRICAL PIN CLASS A DRIVE,116
CX 16-865 O,2,391249,Intel Corp,34368,H 89,TURBO RETAINER DEVICE DRIVE,114
CJ 6-772 D,1,337104,TPI Composites,35131,U 73,TURBO HOOK DEVICE TWO TON,190
DY 9-892 E,10,179371,Microsoft,33944,G 76,MAGNETIC PIN CLASS A DRIVE,189
AC 9-729 H,4,334192,GE Appliances,35055,L 55,AXIAL NUT CLASS B ONE TON,123
AZ 7-472 I,1,139513,GE Appliances,34555,D 61,ELECTRICAL SPACER CHAIN CHART,154
WP 2-365 G,6,233786,General Electric,37998,P 18,TURBO PIN DEVICE DRIVE,154
OI 3-241 T,7,328702,PepsiCo,32928,D 42,MAGNETIC BEARING UNIT ONE TON,177
IZ 8-374 O,10,323283,GlobalFoundries,36890,M 6,ROTARY HOIST BOX CHART,151
UQ 2-743 V,6,279839,PepsiCo,37442,Q 89,AXIAL HOOK BOX ASSEMBLY,147
LH 6-340 M,2,323932,TPI Composites,35782,W 47,MECHANICAL HOIST UNIT TWO TON,161
EM 7-916 Z,4,219747,GlobalFoundries,32337,C 29,MAGNETIC HOIST CHAIN ONE TON,184
CY 17-432 X,10,312973,GlobalFoundries,32032,H 21,MECHANICAL BRAKE UNIT ASSEMBLY,164
IN 1-987 R,8,230522,Microsoft,33561,C 36,MAGNETIC HOIST CLASS C ASSEMBLY,161
CV 4-397 A,10,157984,GE Appliances,32041,A 17,ROTARY SPACER CLASS A CHART,137
JP 9-758 D,7,170264,GlobalFoundries,35501,C 24,ROTARY ROLLER BOX TWO TON,195
YE 8-788 T,7,208094,Johnson & Johnson,32523,D 20,TURBO SPACER FRAME CHART,162
QP 19-777 T,10,243425,PepsiCo,33963,J 31,MAGNETIC HOIST BOX WHEEL,166
XV 6-921 D,5,230565,General Electric,35855,N 10,ELECTRICAL HOIST CHAIN DRIVE,106
CS 12-568 A,5,277277,General Electric,32179,K 38,ROTARY RATCHET FRAME WHEEL,187
LZ 7-321 O,9,193077,Lockheed Martin,32358,V 98,ELECTRICAL PIN BOX DRIVE,159
JD 1-461 T,6,264873,Microsoft,32881,H 88,ROTARY HOIST DEVICE ASSEMBLY,193
YT 10-838 B,3,118154,Intel Corp,34536,I 35,SAFETY SPACER UNIT ASSEMBLY,191
IE 3-393 A,10,147750,Intel Corp,34458,C 99,TURBO BEARING UNIT TWO TON,103
SD 3-410 S,3,310242,Intel Corp,35963,N 20,AXIAL RETAINER UNIT WHEEL,165
MU 12-313 S,3,154959,General Electric,36296,L 21,MECHANICAL RATCHET DEVICE CHART,160
LK 5-177 N,8,330961,PepsiCo,35085,F 82,MECHANICAL RETAINER FRAME ASSEMBLY,155
XY 9-763 X,4,317796,GlobalFoundries,36511,O 53,ROTARY RETAINER CHAIN TWO TON,182
IZ 9-317 Y,5,149826,General Electric,33837,P 10,MECHANICAL HOIST CLASS A DRIVE,151
VQ 1-976 S,5,380905,Microsoft,32790,S 96,MAGNETIC ROLLER CLASS C ASSEMBLY,146
PC 19-384 Q,6,251265,Johnson & Johnson,33933,W 20,AXIAL BRAKE CLASS A WHEEL,141
HJ 4-347 B,10,361360,GE Appliances,36803,P 73,ROTARY HOIST CLASS A WHEEL,195
MS 13-545 M,5,310616,General Electric,32849,M 38,ROTARY BEARING FRAME ASSEMBLY,186
RI 12-335 S,8,391927,Lockheed Martin,35887,B 92,MECHANICAL NUT CLASS A CHART,121
PJ 18-636 W,7,210557,Boeing,37945,X 9,SAFETY BEARING CLASS B TWO TON,176
XD 14-462 Z,5,241085,Lockheed Martin,34073,F 63,TURBO HOOK CLASS B ASSEMBLY,132
MO 6-705 L,3,198292,PepsiCo,37425,Q 68,ELECTRICAL RATCHET CHAIN ASSEMBLY,183
AC 18-737 L,1,213003,General Electric,32330,X 66,SAFETY HOOK UNIT ONE TON,177
ZU 1-689 G,3,370413,GlobalFoundries,37318,S 15,ROTARY BRAKE FRAME ASSEMBLY,108
GT 12-564 U,5,267271,Intel Corp,33223,H 26,SAFETY SPACER CLASS A TWO TON,181
TM 10-683 Q,7,227874,PepsiCo,32952,Q 91,AXIAL HOIST UNIT ONE TON,196
TF 17-120 V,10,357585,General Electric,34112,K 4,AXIAL HOIST CHAIN ONE TON,185
JA 11-833 W,10,102654,GlobalFoundries,37890,A 45,TURBO SPACER BOX WHEEL,162
BL 5-736 W,4,166665,Boeing,36047,D 76,TURBO NUT CLASS C ASSEMBLY,159
PI 8-582 K,3,366568,Boeing,33639,A 49,SAFETY BEARING CHAIN TWO TON,102
PL 11-880 K,7,138863,Boeing,34173,Y 4,TURBO NUT FRAME ASSEMBLY,127
YL 16-172 C,6,387426,GlobalFoundries,32367,O 69,TURBO ROLLER BOX ONE TON,153
FL 13-828 K,6,212185,GlobalFoundries,36678,G 96,ROTARY RATCHET CLASS A ONE TON,112
SR 17-516 F,3,216938,Boeing,32201,N 70,TURBO HOOK CLASS C WHEEL,158
EW 17-175 F,7,382786,Intel Corp,37936,E 5,TURBO PIN CLASS B ASSEMBLY,134
CX 15-800 A,10,206364,PepsiCo,33526,J 30,MECHANICAL SPACER CLASS B ASSEMBLY,185
ON 9-131 U,8,178164,Boeing,34253,T 95,AXIAL RETAINER CHAIN WHEEL,154
DZ 10-837 M,2,357328,Boeing,35554,I 2,AXIAL ROLLER CLASS C TWO TON,145
PX 12-519 O,9,244842,Intel Corp,34170,L 48,TURBO BRAKE FRAME TWO TON,151
AD 16-921 Z,3,109755,Intel Corp,32051,A 36,MAGNETIC NUT FRAME WHEEL,100
TW 6-174 Y,3,107200,Lockheed Martin,37497,B 69,MECHANICAL ROLLER CLASS A CHART,104
TQ 13-517 J,10,285010,Boeing,34434,Q 97,TURBO RETAINER CHAIN ONE TON,161
QZ 7-610 I,4,352277,TPI Composites,32496,O 92,TURBO BEARING CLASS A DRIVE,123
DQ 8-489 U,10,236823,PepsiCo,35659,Q 36,MECHANICAL BRAKE CLASS C CHART,132
JJ 9-655 W,2,244835,Microsoft,32668,J 14,MECHANICAL RATCHET FRAME ASSEMBLY,187
UX 7-279 U,9,141896,GE Appliances,32778,E 70,ELECTRICAL RETAINER CHAIN WHEEL,189
LT 13-351 K,10,361694,Lockheed Martin,34815,G 48,TURBO BRAKE CLASS B ASSEMBLY,163
WW 3-311 G,7,340744,Johnson & Johnson,36549,W 16,SAFETY PIN BOX ASSEMBLY,192
GU 17-791 Q,10,314778,General Electric,32961,F 59,AXIAL BRAKE CLASS A TWO TON,189
OH 11-897 G,6,345197,Boeing,34278,A 46,MECHANICAL SPACER UNIT ONE TON,147
OW 19-788 U,4,346572,General Electric,35127,H 40,TURBO HOIST CLASS B ONE TON,113
JV 17-378 O,9,112021,GE Appliances,37832,D 39,TURBO SPACER BOX DRIVE,178
XH 10-965 O,2,351021,GlobalFoundries,37391,X 84,ELECTRICAL ROLLER CLASS B TWO TON,141
LP 18-991 N,5,189738,Lockheed Martin,37038,J 40,MECHANICAL SPACER CLASS A CHART,100
IB 13-717 R,3,254674,Boeing,37030,V 7,SAFETY HOOK CLASS B DRIVE,169
SZ 14-419 P,5,182796,GE Appliances,32320,W 15,SAFETY BRAKE UNIT CHART,101
DI 9-888 Z,10,114614,Microsoft,34839,U 49,MECHANICAL ROLLER CLASS B CHART,173
FE 19-245 D,7,166316,Johnson & Johnson,34166,F 25,SAFETY RATCHET CLASS C DRIVE,181
YK 9-579 V,8,297243,General Electric,35935,T 78,ROTARY HOIST FRAME ASSEMBLY,163
KR 2-150 U,5,387148,Lockheed Martin,35893,G 53,MAGNETIC BEARING UNIT TWO TON,195
HF 14-217 I,9,229578,Lockheed Martin,35370,C 20,AXIAL ROLLER BOX ONE TON,142
MX 2-827 F,2,225687,Microsoft,35947,L 98,TURBO RATCHET CLASS C TWO TON,125
NN 15-881 S,5,207676,Johnson & Johnson,35793,S 32,ELECTRICAL PIN FRAME ASSEMBLY,105
WG 11-261 K,5,392863,PepsiCo,37134,S 63,MECHANICAL RATCHET CHAIN DRIVE,154
KD 18-835 X,9,158689,Microsoft,32283,M 8,SAFETY HOOK BOX WHEEL,103
BC 12-393 D,7,398572,TPI Composites,36360,X 5,AXIAL SPACER BOX ONE TON,128
QR 14-824 D,6,224306,Microsoft,35582,Z 31,ELECTRICAL BEARING UNIT ASSEMBLY,165
IC 13-266 P,6,215317,General Electric,32915,A 45,SAFETY BEARING UNIT TWO TON,179
SJ 2-554 V,9,209734,Lockheed Martin,32593,L 95,MAGNETIC SPACER CLASS A TWO TON,147
JZ 12-932 C,9,137559,Boeing,36998,J 34,ELECTRICAL HOOK CLASS A WHEEL,149
HQ 11-662 O,3,188262,Intel Corp,36933,V 65,TURBO PIN CLASS C CHART,199
TZ 4-945 C,3,190663,TPI Composites,34405,V 12,MAGNETIC RETAINER FRAME CHART,132
RS 2-205 R,2,283600,Microsoft,35690,P 29,MECHANICAL SPACER BOX TWO TON,152
MZ 13-800 I,9,256303,Boeing,35775,Z 25,MECHANICAL PIN CLASS A DRIVE,142
BR 15-572 K,3,255888,GlobalFoundries,37021,C 12,MECHANICAL RETAINER CHAIN DRIVE,172
AN 5-595 V,7,274238,GE Appliances,32400,T 53,ROTARY SPACER UNIT CHART,109
YI 7-460 K,9,340535,Boeing,33534,S 15,ELECTRICAL BRAKE CLASS A TWO TON,185
NP 5-973 Z,6,191755,Microsoft,32763,Q 57,SAFETY BEARING CLASS C WHEEL,114
GH 7-443 A,10,341490,Lockheed Martin,34174,Y 22,AXIAL BRAKE CHAIN ONE TON,150
EL 12-245 R,9,151148,Lockheed Martin,35698,U 54,MECHANICAL RATCHET CLASS C WHEEL,144
BQ 18-594 G,10,231365,General Electric,37499,U 40,SAFETY PIN FRAME CHART,109
XR 19-233 W,8,196165,TPI Composites,32941,B 6,MAGNETIC RETAINER CHAIN ONE TON,145
NZ 8-254 K,1,136051,Microsoft,33045,P 64,ELECTRICAL ROLLER CLASS A ASSEMBLY,122
QJ 6-757 O,9,380837,GE Appliances,33030,U 65,ELECTRICAL PIN CHAIN ASSEMBLY,134
SR 2-224 N,2,319908,General Electric,35387,L 55,ELECTRICAL BEARING CLASS A TWO TON,174
FT 12-735 Y,7,240327,General Electric,35096,I 38,AXIAL NUT CLASS C ASSEMBLY,120
AP 18-216 G,5,274247,Intel Corp,36125,W 15,MECHANICAL HOOK CHAIN DRIVE,175
RF 5-979 X,2,380809,TPI Composites,35654,J 20,MECHANICAL PIN DEVICE WHEEL,131
CV 7-508 B,10,372191,PepsiCo,35433,F 51,SAFETY PIN UNIT ONE TON,197
KP 2-683 O,5,302293,TPI Composites,36019,W 99,ELECTRICAL NUT DEVICE DRIVE,150
